Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,City,State,School_Level,Location,During_Classes,Duration_min,Situation,Targets,Shots_Fired
20240117INLIG,1,17,2024,1/17/2024,Lighthouse College Prep Academy,0,0,0,0,Gary,IN,High,Bathroom,Yes,1.0,,,1
20240117MDCHE,1,17,2024,1/17/2024,Children's Manor Montessori School,1,0,1,0,Ellicott City,MD,Elementary,Parking Lot,Yes,1.0,,Victims Targeted,1
20240113INLAF,1,13,2024,1/13/2024,Wayne Middle School,1,0,1,0,Fort Wayne,IN,Middle,Parking Lot,No,1.0,,Victims Targeted,99
20240112OKHEO,1,12,2024,1/12/2024,Hefner Middle School,0,0,0,0,Oklahoma City,OK,Middle,Bathroom,Yes,1.0,,,1
20240112OHROD,1,12,2024,1/12/2024,Roosevelt Elementary School,1,0,1,0,Dayton,OH,Elementary,Basketball Court,Yes,1.0,Drive-by Shooting,Victims Targeted,99
20240111FLNOM,1,11,2024,1/11/2024,Miami Northwestern Senior High School,0,1,1,0,Miami,FL,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,5
20240111LABOB,1,11,2024,1/11/2024,Bogalusa High School,1,1,2,0,Bogalusa,LA,High,Parking Lot,No,1.0,,,99
20240110WAWHW,1,10,2024,1/10/2024,White Swan High School,0,0,0,0,White Swan,WA,High,Outside on School Property,Yes,1.0,,,0
20240109TXACH,1,9,2024,1/9/2024,Academy of Accelerated Learning Middle School,1,0,1,0,Houston,TX,Middle,Front of School,Yes,1.0,,Victims Targeted,99
20240108MSSIS,1,8,2024,1/8/2024,Simpson County School Bus,0,1,1,0,Shivers,MS,High,School Bus,Yes,1.0,,Victims Targeted,1
20240108CARIR,1,8,2024,1/8/2024,Richmond High School,0,0,0,0,Richmond,CA,High,Parking Lot,Yes,1.0,,,99
20240104IAPEP,1,4,2024,1/4/2024,Perry Middle and High School,2,6,8,1,Perry,IA,6-Dec,Cafeteria,Yes,7.0,Indiscriminate Shooting,,
20240103TNFRM,1,3,2024,1/3/2024,Freedom Preparatory Academy Westwood,0,0,0,0,Memphis,TN,Elementary,Classroom,Yes,1.0,,,99
20240103VAMAM,1,3,2024,1/3/2024,Manchester High School,0,1,1,0,Midlothian,VA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,
20240101LABAM,1,1,2024,1/1/2024,Barkdull Faulk Elementary School,0,0,0,0,Monroe,LA,Elementary,Beside Building,No,1.0,,,100
20231226RIEME,12,26,2023,12/26/2023,Emma G. Whiteknact Elementary School,0,1,1,0,East Providence,RI,Elementary,Playground,No,1.0,,,1
20231220TXEAF,12,20,2023,12/20/2023,Eastern Hills High School,0,0,0,0,Fort Worth,TX,High,Outside on School Property,Yes,1.0,Escalation of Dispute,,1
20231220NJKIN,12,20,2023,12/20/2023,KIPP Life Academy,0,1,1,0,Newark,NJ,K-12,Front of School,Yes,1.0,,,11
20231219COLEC,12,19,2023,12/19/2023,Legacy Peak Elementary School,0,2,2,0,Colorado Springs,CO,Elementary,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,10
20231219TXCYK,12,19,2023,12/19/2023,Cypress Lakes High School,1,0,1,0,Katy,TX,High,Parking Lot,Yes,1.0,,Victims Targeted,99
20231218VAORC,12,18,2023,12/18/2023,Orange County Public Schools Bus,0,0,0,0,Culpeper,VA,,Parking Lot,No,1.0,Indiscriminate Shooting,Neither,3
20231218INEGH,12,18,2023,12/18/2023,Eggers Middle School,0,0,0,0,Hammond,IN,Middle,Hallway,Yes,1.0,,Neither,1
20231215CAPAP,12,15,2023,12/15/2023,Palo Alto High School,0,0,0,0,Palo Alto,CA,High,Outside on School Property,Yes,1.0,,Neither,0
20231215TNLEN,12,15,2023,12/15/2023,LEAD Brick Church School,0,0,0,0,Nashville,TN,Middle,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20231213MIDED,12,13,2023,12/13/2023,Detroit Leadership Academy,0,0,0,0,Detroit,MI,K-12,Classroom,Yes,1.0,Accidental,,2
20231212MICOK,12,12,2023,12/12/2023,Comstock High School,0,0,0,0,Kalamazoo,MI,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,30
20231211NYROQ,12,11,2023,12/11/2023,Robert F. Kennedy Community School,0,0,0,0,Queens,NY,High,Front of School,Yes,1.0,,,99
20231208MONOS,12,8,2023,12/8/2023,Normandy High School,0,1,1,0,St. Louis,MO,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20231208NMATA,12,8,2023,12/8/2023,Atrisco Heritage Academy,1,0,1,0,Albuquerque,NM,High,Parking Lot,No,1.0,Accidental,Neither,1
20231208VAWOW,12,8,2023,12/8/2023,Woodbridge Senior High School,0,3,3,0,Woodbridge,VA,High,School Bus,Yes,1.0,Intentional Property Damage,Random Shooting,99
20231208WIBUW,12,8,2023,12/8/2023,Butler Middle School,0,0,0,0,Waukesha,WI,High,Front of School,Yes,1.0,Escalation of Dispute,Neither,0
20231206INLAL,12,6,2023,12/6/2023,Lawrence Central High School Wednesday,0,0,0,0,Lawrence,IN,High,Parking Lot,No,1.0,Escalation of Dispute,Random Shooting,2
20231205NCVAH,12,5,2023,12/5/2023,Vance County High School,0,0,0,0,Hendersonville,NC,High,Parking Lot,No,1.0,Escalation of Dispute,Both,20
20231205TXNOA,12,5,2023,12/5/2023,Northeast Early College High School,0,1,1,0,Austin,TX,High,Parking Lot,Yes,1.0,,Victims Targeted,
20231202VADRA,12,2,2023,12/2/2023,Dr. Charles R. Drew Elementary School,0,0,0,0,Arlington,VA,Elementary,Parking Lot,No,,,Victims Targeted,99
20231201OHBUA,12,1,2023,12/1/2023,Buchtel High School,0,0,0,0,Akron,OH,High,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,0
20231201OHNOC,12,1,2023,12/1/2023,North College Hill High School,0,1,1,0,Cincinnati,OH,High,Football Field/Track,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20231201DCKIW,12,1,2023,12/1/2023,KIPP DC College Preparatory School,0,1,1,0,Washington,DC,High,Front of School,Yes,1.0,Drive-by Shooting,Victims Targeted,10
20231130TXBUH,11,30,2023,11/30/2023,Buffalo Creek Elementary,0,0,0,1,Houston,TX,Elementary,Front of School,Yes,1.0,Illegal Activity,Random Shooting,1
20231129OHMAT,11,29,2023,11/29/2023,Martin Luther King Jr. Academy for Boys,0,0,0,0,Toledo,OH,Middle,Beside Building,Yes,1.0,,,7
20231128TXNOH,11,28,2023,11/28/2023,Northside High School,0,1,1,0,Houston,TX,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20231126OHEDD,11,26,2023,11/26/2023,Edwin Joel Brown Middle School,0,1,1,0,Dayton,OH,Middle,Outside on School Property,No,1.0,Illegal Activity,Victims Targeted,
20231123OHSOC,11,23,2023,11/23/2023,South Avondale Elementary School,0,1,1,0,Cincinnati,OH,Elementary,Football Field/Track,No,1.0,,Victims Targeted,
20231119ILURU,11,19,2023,11/19/2023,Urbana High School,0,1,1,0,Urbana,IL,High,Beside Building,No,1.0,Escalation of Dispute,Victims Targeted,99
20231117LAACL,11,18,2023,11/17/2023,Acadiana High School,0,0,0,0,Lafayette,LA,High,Football Field/Track,No,1.0,Escalation of Dispute,Victims Targeted,99
20231116CALAW,11,16,2023,11/16/2023,Larchmont Charter School,0,0,0,0,West Hollywood,CA,Elementary,Parking Lot,Yes,1.0,,,0
20231116OHSTC,11,16,2023,11/16/2023,St. Francis Catholic School,1,0,1,0,Cleveland,OH,Elementary,Playground,Yes,1.0,,Victims Targeted,99
20231114MILID,11,14,2023,11/14/2023,Lincoln Park High School,0,0,0,0,Detroit,MI,High,Outside on School Property,Yes,1.0,Escalation of Dispute,Neither,0
2023114ILMAP,11,14,2023,11/14/2023,Manual High School,0,0,0,0,Peoria,IL,High,Front of School,Yes,1.0,,,22
2023113KYJEL,11,13,2023,11/13/2023,Jefferson County School Bus,0,1,1,0,Louisville,KY,High,School Bus,Yes,1.0,,Victims Targeted,99
20231113NJCEN,11,13,2023,11/13/2023,Central High School,0,1,1,0,Newark,NJ,High,Front of School,Yes,1.0,Drive-by Shooting,,99
20231110CAVAV,11,10,2023,11/10/2023,Vallejo High School,0,1,1,0,Vallejo,CA,High,Front of School,No,1.0,,Victims Targeted,99
20231109NVLAL,11,9,2023,11/9/2023,Las Vegas Academy,1,0,1,0,Las Vegas,NV,High,Parking Lot,Yes,1.0,Psychosis,Both,99
20231109ALESA,11,9,2023,11/9/2023,Escambia County High School,0,2,2,0,Atmore,AL,High,Gym,No,1.0,Accidental,Neither,1
20231108CTLIN,11,8,2023,11/8/2023,Lincoln Bassett School,0,0,0,0,New Haven,CT,Elementary,Parking Lot,Yes,1.0,Psychosis,Neither,0
20231107CABUB,11,7,2023,11/7/2023,Bullard High School,0,0,0,0,Fresno,CA,High,School Bus,Yes,1.0,,Both,99
20231103INKII,11,3,2023,11/3/2023,Kipp Indy Legacy High School,1,0,1,0,Indianapolis,IN,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20231102NCFRM,11,2,2023,11/2/2023,Freedom High School,0,0,0,0,Morganton,NC,High,Front of School,Yes,1.0,Drive-by Shooting,Neither,99
20231102OHWAL,11,2,2023,11/2/2023,Washington Elementary School,0,0,0,0,Lorain,OH,Elementary,Parking Lot,Yes,1.0,,Victims Targeted,99
20231102ALSMS,11,2,2023,11/2/2023,Smiths Station High School,0,0,0,0,Smiths Station,AL,High,Gym,Yes,1.0,Escalation of Dispute,Victims Targeted,0
20231031NVCOL,10,31,2023,10/31/2023,Cortney Junior High School,0,0,0,0,Las Vegas,NV,Middle,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,3
20231030NCRAR,10,30,2023,10/30/2023,Raleigh School Bus,0,2,2,0,Raleigh,NC,High,School Bus,Yes,1.0,,Both,99
20231027TXDUS,10,27,2023,10/27/2023,Dub Farris Athletic Complex,0,1,1,0,San Antonio,TX,High,Parking Lot,No,1.0,Officer-Involved Shooting,Victims Targeted,1
20231027LADOD,10,27,2023,10/27/2023,Donaldsonville High School,1,1,2,0,Donaldsonville,LA,High,Parking Lot,No,1.0,,Victims Targeted,99
20231027MDCAB,10,27,2023,10/27/2023,Carver Vocational-Technical High School,0,3,3,0,Baltimore,MD,High,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20231027MIDED,10,26,2023,10/26/2023,Denby High School,0,1,1,0,Detroit,MI,High,Basketball Court,No,1.0,,Victims Targeted,
20231026CALEL,10,26,2023,10/26/2023,Legacy High School,0,1,1,0,Los Angles,CA,High,Parking Lot,No,1.0,Officer-Involved Shooting,Victims Targeted,99
20231026VTMOM,10,26,2023,10/26/2023,Montpelier School Bus,0,0,0,0,Montpelier,VT,,School Bus,Yes,1.0,Accidental,Neither,1
20231026FLNFJ,10,26,2023,10/26/2023,North Florida Educational Institute,0,1,1,0,Jacksonville,FL,Elementary,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,1
20231024MDEDW,10,24,2023,10/24/2023,Edmondson Heights Elementary School,0,1,1,0,Woodlawn,MD,Elementary,Playground,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20231023WIKEG,10,23,2023,10/23/2023,Kennedy Middle School,0,0,0,1,Germantown,WI,Middle,Outside on School Property,No,1.0,Psychosis,Random Shooting,99
20231021OHFAD,10,21,2023,10/21/2023,Fairview PreK-6 School,0,1,1,0,Dayton,OH,Elementary,Parking Lot,No,1.0,,,
20231020FLLIT,10,20,2023,10/20/2023,Lincoln High School,0,1,1,0,Tallahassee,FL,High,Parking Lot,Yes,1.0,,Victims Targeted,1
20231020FLFAT,10,20,2023,10/20/2023,Farnell Middle School,0,0,0,1,Tampa,FL,Middle,Parking Lot,Yes,1.0,Suicide/Attempted,Victims Targeted,1
20231019WAEVV,10,19,2023,10/19/2023,Evergreen High School,0,0,0,0,Vancouver,WA,High,Football Field/Track,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20231019ILMAC,10,19,2023,10/19/2023,Mather High School,0,0,0,0,Chicago,IL,High,Parking Lot,No,1.0,,,99
20231019TXNAA,10,19,2023,10/19/2023,Navarro High School,0,1,1,0,Austin,TX,High,Parking Lot,Yes,1.0,,Victims Targeted,99
20231019CAGRF,10,19,2023,10/19/2023,Greenberg Elementary School,0,1,1,0,Fresno,CA,Elementary,Outside on School Property,Yes,1.0,,Victims Targeted,11
20231018WILUW,10,18,2023,10/18/2023,Luther Preparatory School,0,0,0,1,Watertown,WI,K-12,Beside Building,Yes,1.0,Illegal Activity,Victims Targeted,99
20231015OHEAT,10,15,2023,10/15/2023,East Broadway Elementary,0,1,1,0,Toledo,OH,High,Football Field/Track,No,1.0,Escalation of Dispute,Victims Targeted,1
20231015TXFRD,10,15,2023,10/15/2023,Fred Moore High School,1,1,2,0,Denton,TX,High,Parking Lot,No,1.0,,,99
20231015MOKIK,10,15,2023,10/15/2023,North Kirkwood Middle School,0,0,0,0,Kirkwood,MO,Middle,Parking Lot,No,1.0,Indiscriminate Shooting,Random Shooting,12
20231013FLBOS,10,13,2023,10/13/2023,Booker High School,0,0,0,0,Sarasota,FL,High,Off School Property,No,1.0,,,99
20231013OHCLC,10,13,2023,10/13/2023,Cleveland Central Catholic High School,0,1,1,0,Cleveland,OH,High,Front of School,Yes,1.0,Escalation of Dispute,,
20231011CAMAL,10,11,2023,10/11/2023,Manual Arts Sr. High School,0,1,1,0,Los Angles,CA,High,Front of School,Yes,1.0,,,99
20231011FLMIM,10,11,2023,10/11/2023,Miami Edison High School,1,0,1,0,Miami,FL,High,Football Field/Track,No,1.0,,Victims Targeted,99
20231011TXSEF,10,11,2023,10/11/2023,Sellars Elementary School,1,0,1,0,Forest Hill,TX,Elementary,Parking Lot,Yes,1.0,Domestic w/ Targeted Victim,Victims Targeted,99
20231010MOBAS,10,10,2023,10/10/2023,Bayless Elementary School,0,0,0,0,St. Louis,MO,Elementary,Front of School,Yes,1.0,Drive-by Shooting,Random Shooting,99
20231010NCTEF,10,10,2023,10/10/2023,Terry Sanford High School,0,0,0,0,Fayetteville,NC,High,Field (General),No,1.0,Hostage/Standoff,Random Shooting,99
20231010SCDAD,10,10,2023,10/10/2023,Darlington-Lee Adult Education Campus,1,0,1,0,Darlington,SC,High,Parking Lot,Yes,1.0,,Victims Targeted,
20231008ILTHD,10,8,2023,10/8/2023,Thornridge High School,0,0,0,0,Dolton,IL,High,Football Field/Track,No,1.0,Escalation of Dispute,Both,10
20231006LATHT,10,6,2023,10/6/2023,Thibodaux High Stadium,0,0,0,0,Thibodaux,LA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,5
20231006MIOAO,10,6,2023,10/6/2023,Oak Park High School,0,2,2,0,Oak Park,MI,High,Parking Lot,No,1.0,,,99
20231004PAMIE,10,4,2023,10/4/2023,Middle Smithfield Elementary School,0,0,0,0,East Stroudsburg,PA,Elementary,Parking Lot,Yes,1.0,Accidental,Neither,1
20231004COROD,10,4,2023,10/4/2023,Rocky Mountain Prep Southwest,0,1,1,0,Denver,CO,Elementary,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20231004WAGAS,10,4,2023,10/4/2023,Garfield High School,0,0,0,0,Seattle,WA,High,Football Field/Track,Yes,1.0,,,99
20231004GASAS,10,4,2023,10/4/2023,Savannah High School,0,1,1,0,Savannah,GA,High,Field (General),Yes,1.0,Drive-by Shooting,Victims Targeted,99
20231002CAALL,10,2,2023,10/2/2023,Albert Einstein High School,0,1,1,0,Los Angles,CA,High,Front of School,Yes,1.0,Racial,Victims Targeted,99
20231002AZALP,10,2,2023,10/2/2023,Alhambra High School,0,0,0,0,Phoenix,AZ,High,Football Field/Track,No,1.0,Drive-by Shooting,,99
20230930GAGRG,9,30,2023,9/30/2023,Griffin High School,1,0,1,0,Griffin,GA,High,Parking Lot,No,1.0,,Victims Targeted,99
20230929AKWAW,9,29,2023,9/29/2023,Wasilla School Bus,0,0,0,0,Wasilla,AK,,School Bus,Yes,1.0,Accidental,Neither,1
20230929NCDUG,9,29,2023,9/29/2023,Dudley High School,1,1,2,0,Greensboro,NC,High,Parking Lot,No,1.0,Drive-by Shooting,Both,
20230928MDEDE,9,29,2023,9/29/2023,Edgewood High School,0,0,0,0,Edgewood,MD,High,Front of School,No,1.0,,,99
20230928GAROC,9,28,2023,9/28/2023,Rothschild Leadership Academy,0,1,1,0,Columbus,GA,6-Dec,Inside School Building,Yes,1.0,Accidental,Neither,1
20230925DCSTW,9,25,2023,9/25/2023,Stanton Elementary School,0,0,0,0,Washington,DC,Elementary,Classroom,Yes,1.0,Drive-by Shooting,Both,99
